,application_date,segment,case_count,day
8450,2018-05-16,1,48.0,2
8451,2018-05-17,1,33.0,3
8452,2018-05-18,1,40.0,4
8453,2018-05-19,1,24.0,5
8454,2018-05-20,1,39.0,6
8455,2018-05-21,1,48.0,0
8456,2018-05-22,1,31.0,1
8457,2018-05-23,1,55.0,2
8458,2018-05-24,1,33.0,3
8459,2018-05-25,1,39.0,4
8460,2018-05-26,1,24.0,5
8461,2018-05-27,1,28.0,6
8462,2018-05-28,1,32.0,0
8463,2018-05-29,1,40.0,1
8464,2018-05-30,1,45.0,2
8465,2018-05-31,1,53.0,3
8466,2018-06-01,1,7.0,4
8467,2018-06-02,1,19.0,5
8468,2018-06-03,1,21.0,6
8469,2018-06-04,1,33.0,0
8470,2018-06-05,1,25.0,1
8471,2018-06-06,1,63.0,2
8472,2018-06-07,1,46.0,3
8473,2018-06-08,1,52.0,4
8474,2018-06-09,1,19.0,5
8475,2018-06-10,1,40.0,6
8476,2018-06-11,1,58.0,0
8477,2018-06-12,1,44.0,1
8478,2018-06-13,1,48.0,2
8479,2018-06-14,1,34.0,3
8480,2018-06-15,1,56.0,4
8481,2018-06-16,1,37.0,5
8482,2018-06-17,1,43.0,6
8483,2018-06-18,1,55.0,0
8484,2018-06-19,1,30.0,1
8485,2018-06-20,1,36.0,2
8486,2018-06-21,1,57.0,3
8487,2018-06-22,1,50.0,4
8488,2018-06-23,1,28.0,5
8489,2018-06-24,1,32.0,6
8490,2018-06-25,1,49.0,0
8491,2018-06-26,1,24.0,1
8492,2018-06-27,1,54.0,2
8493,2018-06-28,1,31.0,3
8494,2018-06-29,1,41.0,4
8495,2018-06-30,1,53.0,5
8496,2018-07-01,1,0.0,6
8497,2018-07-02,1,43.0,0
8498,2018-07-03,1,28.0,1
8499,2018-07-04,1,44.0,2
8500,2018-07-05,1,34.0,3
8501,2018-07-06,1,60.0,4
8502,2018-07-07,1,29.0,5
8503,2018-07-08,1,45.0,6
8504,2018-07-09,1,69.0,0
8505,2018-07-10,1,41.0,1
8506,2018-07-11,1,62.0,2
8507,2018-07-12,1,44.0,3
8508,2018-07-13,1,43.0,4
8509,2018-07-14,1,30.0,5
8510,2018-07-15,1,34.0,6
8511,2018-07-16,1,59.0,0
8512,2018-07-17,1,52.0,1
8513,2018-07-18,1,46.0,2
8514,2018-07-19,1,51.0,3
8515,2018-07-20,1,62.0,4
8516,2018-07-21,1,25.0,5
8517,2018-07-22,1,53.0,6
8518,2018-07-23,1,71.0,0
8519,2018-07-24,1,55.0,1
8520,2018-07-25,1,65.0,2
8521,2018-07-26,1,61.0,3
8522,2018-07-27,1,42.0,4
8523,2018-07-28,1,32.0,5
8524,2018-07-29,1,40.0,6
8525,2018-07-30,1,71.0,0
8526,2018-07-31,1,130.0,1
8527,2018-08-01,1,44.0,2
8528,2018-08-02,1,0.0,3
8529,2018-08-03,1,69.0,4
8530,2018-08-04,1,27.0,5
8531,2018-08-05,1,57.0,6
8532,2018-08-06,1,62.0,0
8533,2018-08-07,1,44.0,1
8534,2018-08-08,1,74.0,2
8535,2018-08-09,1,47.0,3
8536,2018-08-10,1,59.0,4
8537,2018-08-11,1,41.0,5
8538,2018-08-12,1,43.0,6
8539,2018-08-13,1,82.0,0
8540,2018-08-14,1,68.0,1
8541,2018-08-15,1,96.0,2
8542,2018-08-16,1,53.0,3
8543,2018-08-17,1,65.0,4
8544,2018-08-18,1,36.0,5
8545,2018-08-19,1,55.0,6
8546,2018-08-20,1,82.0,0
8547,2018-08-21,1,46.0,1
8548,2018-08-22,1,61.0,2
8549,2018-08-23,1,56.0,3
8550,2018-08-24,1,74.0,4
8551,2018-08-25,1,51.0,5
8552,2018-08-26,1,58.0,6
8553,2018-08-27,1,66.0,0
8554,2018-08-28,1,43.0,1
8555,2018-08-29,1,74.0,2
8556,2018-08-30,1,63.0,3
8557,2018-08-31,1,166.0,4
8558,2018-09-01,1,40.0,5
8559,2018-09-02,1,0.0,6
8560,2018-09-03,1,71.0,0
8561,2018-09-04,1,54.0,1
8562,2018-09-05,1,54.0,2
8563,2018-09-06,1,53.0,3
8564,2018-09-07,1,57.0,4
8565,2018-09-08,1,28.0,5
8566,2018-09-09,1,48.0,6
8567,2018-09-10,1,71.0,0
8568,2018-09-11,1,51.0,1
8569,2018-09-12,1,73.0,2
8570,2018-09-13,1,65.0,3
8571,2018-09-14,1,77.0,4
8572,2018-09-15,1,45.0,5
8573,2018-09-16,1,62.0,6
8574,2018-09-17,1,84.0,0
8575,2018-09-18,1,57.0,1
8576,2018-09-19,1,72.0,2
8577,2018-09-20,1,59.0,3
8578,2018-09-21,1,63.0,4
8579,2018-09-22,1,20.0,5
8580,2018-09-23,1,55.0,6
8581,2018-09-24,1,29.0,0
8582,2018-09-25,1,45.0,1
8583,2018-09-26,1,35.0,2
8584,2018-09-27,1,31.0,3
8585,2018-09-28,1,50.0,4
8586,2018-09-29,1,40.0,5
8587,2018-09-30,1,76.0,6
8588,2018-10-01,1,37.0,0
8589,2018-10-02,1,0.0,1
8590,2018-10-03,1,25.0,2
8591,2018-10-04,1,18.0,3
8592,2018-10-05,1,30.0,4
8593,2018-10-06,1,16.0,5
8594,2018-10-07,1,22.0,6
8595,2018-10-08,1,51.0,0
8596,2018-10-09,1,49.0,1
8597,2018-10-10,1,111.0,2
8598,2018-10-11,1,76.0,3
8599,2018-10-12,1,93.0,4
8600,2018-10-13,1,39.0,5
8601,2018-10-14,1,108.0,6
8602,2018-10-15,1,76.0,0
8603,2018-10-16,1,75.0,1
8604,2018-10-17,1,97.0,2
8605,2018-10-18,1,85.0,3
8606,2018-10-19,1,126.0,4
8607,2018-10-20,1,47.0,5
8608,2018-10-21,1,82.0,6
8609,2018-10-22,1,92.0,0
8610,2018-10-23,1,68.0,1
8611,2018-10-24,1,89.0,2
8612,2018-10-25,1,79.0,3
8613,2018-10-26,1,83.0,4
8614,2018-10-27,1,67.0,5
8615,2018-10-28,1,132.0,6
8616,2018-10-29,1,123.0,0
8617,2018-10-30,1,98.0,1
8618,2018-10-31,1,407.0,2
8619,2018-11-01,1,0.0,3
8620,2018-11-02,1,0.0,4
8621,2018-11-03,1,137.0,5
8622,2018-11-04,1,295.0,6
8623,2018-11-05,1,365.0,0
8624,2018-11-06,1,337.0,1
8625,2018-11-07,1,448.0,2
8626,2018-11-08,1,96.0,3
8627,2018-11-09,1,122.0,4
8628,2018-11-10,1,52.0,5
8629,2018-11-11,1,54.0,6
8630,2018-11-12,1,48.0,0
8631,2018-11-13,1,56.0,1
8632,2018-11-14,1,67.0,2
8633,2018-11-15,1,52.0,3
8634,2018-11-16,1,51.0,4
8635,2018-11-17,1,23.0,5
8636,2018-11-18,1,42.0,6
8637,2018-11-19,1,75.0,0
8638,2018-11-20,1,47.0,1
8639,2018-11-21,1,58.0,2
8640,2018-11-22,1,59.0,3
8641,2018-11-23,1,67.0,4
8642,2018-11-24,1,28.0,5
8643,2018-11-25,1,29.0,6
8644,2018-11-26,1,49.0,0
8645,2018-11-27,1,51.0,1
8646,2018-11-28,1,64.0,2
8647,2018-11-29,1,69.0,3
8648,2018-11-30,1,93.0,4
8649,2018-12-01,1,12.0,5
8650,2018-12-02,1,23.0,6
8651,2018-12-03,1,63.0,0
8652,2018-12-04,1,46.0,1
8653,2018-12-05,1,51.0,2
8654,2018-12-06,1,29.0,3
8655,2018-12-07,1,54.0,4
8656,2018-12-08,1,32.0,5
8657,2018-12-09,1,44.0,6
8658,2018-12-10,1,59.0,0
8659,2018-12-11,1,43.0,1
8660,2018-12-12,1,45.0,2
8661,2018-12-13,1,51.0,3
8662,2018-12-14,1,38.0,4
8663,2018-12-15,1,11.0,5
8664,2018-12-16,1,22.0,6
8665,2018-12-17,1,67.0,0
8666,2018-12-18,1,50.0,1
8667,2018-12-19,1,66.0,2
8668,2018-12-20,1,48.0,3
8669,2018-12-21,1,62.0,4
8670,2018-12-22,1,32.0,5
8671,2018-12-23,1,31.0,6
8672,2018-12-24,1,54.0,0
8673,2018-12-25,1,41.0,1
8674,2018-12-26,1,50.0,2
8675,2018-12-27,1,50.0,3
8676,2018-12-28,1,48.0,4
8677,2018-12-29,1,46.0,5
8678,2018-12-30,1,52.0,6
8679,2018-12-31,1,195.0,0
8680,2019-01-01,1,0.0,1
8681,2019-01-02,1,84.0,2
8682,2019-01-03,1,62.0,3
8683,2019-01-04,1,62.0,4
8684,2019-01-05,1,20.0,5
8685,2019-01-06,1,56.0,6
8686,2019-01-07,1,68.0,0
8687,2019-01-08,1,62.0,1
8688,2019-01-09,1,63.0,2
8689,2019-01-10,1,66.0,3
8690,2019-01-11,1,69.0,4
8691,2019-01-12,1,38.0,5
8692,2019-01-13,1,45.0,6
8693,2019-01-14,1,88.0,0
8694,2019-01-15,1,52.0,1
8695,2019-01-16,1,66.0,2
8696,2019-01-17,1,44.0,3
8697,2019-01-18,1,52.0,4
8698,2019-01-19,1,27.0,5
8699,2019-01-20,1,48.0,6
8700,2019-01-21,1,50.0,0
8701,2019-01-22,1,33.0,1
8702,2019-01-23,1,55.0,2
8703,2019-01-24,1,55.0,3
8704,2019-01-25,1,64.0,4
8705,2019-01-26,1,15.0,5
8706,2019-01-27,1,46.0,6
8707,2019-01-28,1,52.0,0
8708,2019-01-29,1,37.0,1
8709,2019-01-30,1,52.0,2
8710,2019-01-31,1,88.0,3
8711,2019-02-01,1,0.0,4
8712,2019-02-02,1,21.0,5
8713,2019-02-03,1,34.0,6
8714,2019-02-04,1,66.0,0
8715,2019-02-05,1,52.0,1
8716,2019-02-06,1,52.0,2
8717,2019-02-07,1,21.0,3
8718,2019-02-08,1,75.0,4
8719,2019-02-09,1,0.0,5
8720,2019-02-10,1,53.0,6
8721,2019-02-11,1,72.0,0
8722,2019-02-12,1,39.0,1
8723,2019-02-13,1,37.0,2
8724,2019-02-14,1,46.0,3
8725,2019-02-15,1,52.0,4
8726,2019-02-16,1,28.0,5
8727,2019-02-17,1,38.0,6
8728,2019-02-18,1,50.0,0
8729,2019-02-19,1,52.0,1
8730,2019-02-20,1,56.0,2
8731,2019-02-21,1,54.0,3
8732,2019-02-22,1,45.0,4
8733,2019-02-23,1,20.0,5
8734,2019-02-24,1,24.0,6
8735,2019-02-25,1,62.0,0
8736,2019-02-26,1,42.0,1
8737,2019-02-27,1,59.0,2
8738,2019-02-28,1,90.0,3
8739,2019-03-01,1,24.0,4
8740,2019-03-02,1,13.0,5
8741,2019-03-03,1,42.0,6
8742,2019-03-04,1,81.0,0
8743,2019-03-05,1,40.0,1
8744,2019-03-06,1,63.0,2
8745,2019-03-07,1,62.0,3
8746,2019-03-08,1,59.0,4
8747,2019-03-09,1,43.0,5
8748,2019-03-10,1,54.0,6
8749,2019-03-11,1,54.0,0
8750,2019-03-12,1,55.0,1
8751,2019-03-13,1,51.0,2
8752,2019-03-14,1,39.0,3
8753,2019-03-15,1,59.0,4
8754,2019-03-16,1,22.0,5
8755,2019-03-17,1,55.0,6
8756,2019-03-18,1,73.0,0
8757,2019-03-19,1,42.0,1
8758,2019-03-20,1,70.0,2
8759,2019-03-21,1,10.0,3
8760,2019-03-22,1,84.0,4
8761,2019-03-23,1,38.0,5
8762,2019-03-24,1,49.0,6
8763,2019-03-25,1,91.0,0
8764,2019-03-26,1,57.0,1
8765,2019-03-27,1,80.0,2
8766,2019-03-28,1,67.0,3
8767,2019-03-29,1,73.0,4
8768,2019-03-30,1,42.0,5
8769,2019-03-31,1,121.0,6
8770,2019-04-01,1,0.0,0
8771,2019-04-02,1,35.0,1
8772,2019-04-03,1,53.0,2
8773,2019-04-04,1,36.0,3
8774,2019-04-05,1,70.0,4
8775,2019-04-06,1,44.0,5
8776,2019-04-07,1,64.0,6
8777,2019-04-08,1,69.0,0
8778,2019-04-09,1,39.0,1
8779,2019-04-10,1,58.0,2
8780,2019-04-11,1,53.0,3
8781,2019-04-12,1,69.0,4
8782,2019-04-13,1,53.0,5
8783,2019-04-14,1,59.0,6
8784,2019-04-15,1,49.0,0
8785,2019-04-16,1,51.0,1
8786,2019-04-17,1,60.0,2
8787,2019-04-18,1,51.0,3
8788,2019-04-19,1,64.0,4
8789,2019-04-20,1,36.0,5
8790,2019-04-21,1,50.0,6
8791,2019-04-22,1,74.0,0
8792,2019-04-23,1,56.0,1
8793,2019-04-24,1,57.0,2
8794,2019-04-25,1,57.0,3
8795,2019-04-26,1,49.0,4
8796,2019-04-27,1,35.0,5
8797,2019-04-28,1,50.0,6
8798,2019-04-29,1,69.0,0
8799,2019-04-30,1,54.0,1
8800,2019-05-01,1,74.0,2
8801,2019-05-02,1,63.0,3
8802,2019-05-03,1,58.0,4
8803,2019-05-04,1,45.0,5
8804,2019-05-05,1,61.0,6
8805,2019-05-06,1,73.0,0
8806,2019-05-07,1,55.0,1
8807,2019-05-08,1,72.0,2
8808,2019-05-09,1,50.0,3
8809,2019-05-10,1,53.0,4
8810,2019-05-11,1,37.0,5
8811,2019-05-12,1,76.0,6
8812,2019-05-13,1,73.0,0
8813,2019-05-14,1,69.0,1
8814,2019-05-15,1,93.0,2
8815,2019-05-16,1,68.0,3
8816,2019-05-17,1,64.0,4
8817,2019-05-18,1,51.0,5
8818,2019-05-19,1,7.0,6
8819,2019-05-20,1,101.0,0
8820,2019-05-21,1,69.0,1
8821,2019-05-22,1,89.0,2
8822,2019-05-23,1,86.0,3
8823,2019-05-24,1,72.0,4
8824,2019-05-25,1,60.0,5
8825,2019-05-26,1,67.0,6
8826,2019-05-27,1,94.0,0
8827,2019-05-28,1,59.0,1
8828,2019-05-29,1,82.0,2
8829,2019-05-30,1,72.0,3
8830,2019-05-31,1,89.0,4
8831,2019-06-01,1,44.0,5
8832,2019-06-02,1,66.0,6
8833,2019-06-03,1,87.0,0
8834,2019-06-04,1,76.0,1
8835,2019-06-05,1,85.0,2
8836,2019-06-06,1,91.0,3
8837,2019-06-07,1,70.0,4
8838,2019-06-08,1,45.0,5
8839,2019-06-09,1,65.0,6
8840,2019-06-10,1,84.0,0
8841,2019-06-11,1,72.0,1
8842,2019-06-12,1,83.0,2
8843,2019-06-13,1,71.0,3
8844,2019-06-14,1,81.0,4
8845,2019-06-15,1,26.0,5
8846,2019-06-16,1,71.0,6
8847,2019-06-17,1,90.0,0
8848,2019-06-18,1,55.0,1
8849,2019-06-19,1,87.0,2
8850,2019-06-20,1,65.0,3
8851,2019-06-21,1,65.0,4
8852,2019-06-22,1,45.0,5
8853,2019-06-23,1,41.0,6
8854,2019-06-24,1,72.0,0
8855,2019-06-25,1,61.0,1
8856,2019-06-26,1,81.0,2
8857,2019-06-27,1,82.0,3
8858,2019-06-28,1,68.0,4
8859,2019-06-29,1,67.0,5
8860,2019-06-30,1,67.0,6
8861,2019-07-01,1,78.0,0
8862,2019-07-02,1,68.0,1
8863,2019-07-03,1,70.0,2
8864,2019-07-04,1,74.0,3
8865,2019-07-05,1,0.0,4
8866,2017-04-01,1,1.0,5
8867,2017-04-03,1,0.0,0
8868,2017-04-04,1,0.0,1
8869,2017-04-05,1,85.0,2
8870,2017-04-07,1,23.0,4
8871,2017-04-12,1,73.0,2
8872,2017-04-13,1,59.0,3
8873,2017-04-14,1,68.0,4
8874,2017-04-15,1,50.0,5
8875,2017-04-16,1,1.0,6
8876,2017-04-17,1,74.0,0
8877,2017-04-18,1,61.0,1
8878,2017-04-19,1,64.0,2
8879,2017-04-20,1,61.0,3
8880,2017-04-21,1,64.0,4
8881,2017-04-22,1,46.0,5
8882,2017-04-23,1,6.0,6
8883,2017-04-24,1,70.0,0
8884,2017-04-25,1,54.0,1
8885,2017-04-26,1,42.0,2
8886,2017-04-27,1,63.0,3
8887,2017-04-28,1,78.0,4
8888,2017-04-29,1,79.0,5
8889,2017-04-30,1,257.0,6
8890,2017-05-01,1,80.0,0
8891,2017-05-02,1,4.0,1
8892,2017-05-03,1,3.0,2
8893,2017-05-04,1,1.0,3
8894,2017-05-05,1,111.0,4
8895,2017-05-07,1,23.0,6
8896,2017-05-08,1,0.0,0
8897,2017-05-09,1,0.0,1
8898,2017-05-10,1,72.0,2
8899,2017-05-11,1,77.0,3
8900,2017-05-12,1,63.0,4
8901,2017-05-13,1,69.0,5
8902,2017-05-14,1,2.0,6
8903,2017-05-15,1,69.0,0
8904,2017-05-16,1,61.0,1
8905,2017-05-17,1,68.0,2
8906,2017-05-18,1,62.0,3
8907,2017-05-19,1,65.0,4
8908,2017-05-20,1,61.0,5
8909,2017-05-21,1,7.0,6
8910,2017-05-22,1,81.0,0
8911,2017-05-23,1,58.0,1
8912,2017-05-24,1,73.0,2
8913,2017-05-25,1,56.0,3
8914,2017-05-26,1,58.0,4
8915,2017-05-27,1,74.0,5
8916,2017-05-28,1,7.0,6
8917,2017-05-29,1,90.0,0
8918,2017-05-30,1,67.0,1
8919,2017-05-31,1,238.0,2
8920,2017-06-01,1,0.0,3
8921,2017-06-02,1,29.0,4
8922,2017-06-03,1,24.0,5
8923,2017-06-04,1,17.0,6
8924,2017-06-05,1,61.0,0
8925,2017-06-06,1,4.0,1
8926,2017-06-07,1,64.0,2
8927,2017-06-08,1,69.0,3
8928,2017-06-09,1,76.0,4
8929,2017-06-10,1,72.0,5
8930,2017-06-11,1,17.0,6
8931,2017-06-12,1,103.0,0
8932,2017-06-13,1,59.0,1
8933,2017-06-14,1,116.0,2
8934,2017-06-15,1,82.0,3
8935,2017-06-16,1,86.0,4
8936,2017-06-17,1,70.0,5
8937,2017-06-18,1,2.0,6
8938,2017-06-19,1,86.0,0
8939,2017-06-20,1,65.0,1
8940,2017-06-21,1,92.0,2
8941,2017-06-22,1,117.0,3
8942,2017-06-23,1,85.0,4
8943,2017-06-24,1,86.0,5
8944,2017-06-25,1,36.0,6
8945,2017-06-26,1,55.0,0
8946,2017-06-27,1,76.0,1
8947,2017-06-28,1,79.0,2
8948,2017-06-29,1,108.0,3
8949,2017-06-30,1,548.0,4
8950,2017-07-01,1,84.0,5
8951,2017-07-02,1,0.0,6
8952,2017-07-05,1,65.0,2
8953,2017-07-06,1,3.0,3
8954,2017-07-07,1,3.0,4
8955,2017-07-10,1,98.0,0
8956,2017-07-11,1,62.0,1
8957,2017-07-12,1,87.0,2
8958,2017-07-13,1,73.0,3
8959,2017-07-14,1,65.0,4
8960,2017-07-15,1,85.0,5
8961,2017-07-16,1,3.0,6
8962,2017-07-17,1,52.0,0
8963,2017-07-18,1,42.0,1
8964,2017-07-19,1,63.0,2
8965,2017-07-20,1,68.0,3
8966,2017-07-21,1,54.0,4
8967,2017-07-22,1,56.0,5
8968,2017-07-23,1,3.0,6
8969,2017-07-24,1,88.0,0
8970,2017-07-25,1,74.0,1
8971,2017-07-26,1,76.0,2
8972,2017-07-27,1,93.0,3
8973,2017-07-28,1,96.0,4
8974,2017-07-29,1,76.0,5
8975,2017-07-30,1,4.0,6
8976,2017-07-31,1,541.0,0
8977,2017-08-01,1,5.0,1
8978,2017-08-03,1,0.0,3
8979,2017-08-04,1,0.0,4
8980,2017-08-05,1,0.0,5
8981,2017-08-06,1,0.0,6
8982,2017-08-07,1,44.0,0
8983,2017-08-08,1,57.0,1
8984,2017-08-09,1,67.0,2
8985,2017-08-10,1,87.0,3
8986,2017-08-11,1,75.0,4
8987,2017-08-12,1,83.0,5
8988,2017-08-13,1,11.0,6
8989,2017-08-14,1,83.0,0
8990,2017-08-15,1,14.0,1
8991,2017-08-16,1,100.0,2
8992,2017-08-17,1,98.0,3
8993,2017-08-18,1,86.0,4
8994,2017-08-19,1,78.0,5
8995,2017-08-20,1,9.0,6
8996,2017-08-21,1,63.0,0
8997,2017-08-22,1,69.0,1
8998,2017-08-23,1,90.0,2
8999,2017-08-24,1,99.0,3
9000,2017-08-25,1,67.0,4
9001,2017-08-26,1,64.0,5
9002,2017-08-27,1,6.0,6
9003,2017-08-28,1,84.0,0
9004,2017-08-29,1,68.0,1
9005,2017-08-30,1,90.0,2
9006,2017-08-31,1,428.0,3
9007,2017-09-04,1,0.0,0
9008,2017-09-05,1,42.0,1
9009,2017-09-07,1,36.0,3
9010,2017-09-08,1,89.0,4
9011,2017-09-09,1,83.0,5
9012,2017-09-10,1,19.0,6
9013,2017-09-11,1,76.0,0
9014,2017-09-12,1,70.0,1
9015,2017-09-13,1,98.0,2
9016,2017-09-14,1,69.0,3
9017,2017-09-15,1,85.0,4
9018,2017-09-16,1,79.0,5
9019,2017-09-17,1,18.0,6
9020,2017-09-18,1,93.0,0
9021,2017-09-19,1,86.0,1
9022,2017-09-20,1,85.0,2
9023,2017-09-21,1,147.0,3
9024,2017-09-22,1,141.0,4
9025,2017-09-23,1,117.0,5
9026,2017-09-24,1,92.0,6
9027,2017-09-25,1,164.0,0
9028,2017-09-26,1,150.0,1
9029,2017-09-27,1,185.0,2
9030,2017-09-28,1,196.0,3
9031,2017-09-29,1,220.0,4
9032,2017-09-30,1,583.0,5
9033,2017-10-01,1,21.0,6
9034,2017-10-02,1,8.0,0
9035,2017-10-03,1,3.0,1
9036,2017-10-04,1,4.0,2
9037,2017-10-05,1,15.0,3
9038,2017-10-06,1,18.0,4
9039,2017-10-07,1,6.0,5
9040,2017-10-08,1,21.0,6
9041,2017-10-09,1,35.0,0
9042,2017-10-10,1,38.0,1
9043,2017-10-11,1,100.0,2
9044,2017-10-12,1,114.0,3
9045,2017-10-13,1,106.0,4
9046,2017-10-14,1,117.0,5
9047,2017-10-15,1,25.0,6
9048,2017-10-16,1,171.0,0
9049,2017-10-17,1,185.0,1
9050,2017-10-18,1,196.0,2
9051,2017-10-19,1,100.0,3
9052,2017-10-20,1,76.0,4
9053,2017-10-21,1,117.0,5
9054,2017-10-22,1,13.0,6
9055,2017-10-23,1,109.0,0
9056,2017-10-24,1,80.0,1
9057,2017-10-25,1,113.0,2
9058,2017-10-26,1,111.0,3
9059,2017-10-27,1,103.0,4
9060,2017-10-28,1,103.0,5
9061,2017-10-29,1,12.0,6
9062,2017-10-30,1,122.0,0
9063,2017-10-31,1,702.0,1
9064,2017-11-01,1,28.0,2
9065,2017-11-02,1,0.0,3
9066,2017-11-03,1,0.0,4
9067,2017-11-04,1,0.0,5
9068,2017-11-05,1,0.0,6
9069,2017-11-06,1,0.0,0
9070,2017-11-07,1,8.0,1
9071,2017-11-08,1,91.0,2
9072,2017-11-09,1,87.0,3
9073,2017-11-10,1,106.0,4
9074,2017-11-11,1,85.0,5
9075,2017-11-12,1,13.0,6
9076,2017-11-13,1,137.0,0
9077,2017-11-14,1,75.0,1
9078,2017-11-15,1,99.0,2
9079,2017-11-16,1,101.0,3
9080,2017-11-17,1,79.0,4
9081,2017-11-18,1,54.0,5
9082,2017-11-19,1,125.0,6
9083,2017-11-20,1,0.0,0
9084,2017-11-21,1,104.0,1
9085,2017-11-22,1,101.0,2
9086,2017-11-23,1,99.0,3
9087,2017-11-24,1,71.0,4
9088,2017-11-25,1,79.0,5
9089,2017-11-26,1,5.0,6
9090,2017-11-27,1,95.0,0
9091,2017-11-28,1,83.0,1
9092,2017-11-29,1,109.0,2
9093,2017-11-30,1,254.0,3
9094,2017-12-01,1,0.0,4
9095,2017-12-02,1,0.0,5
9096,2017-12-03,1,9.0,6
9097,2017-12-04,1,82.0,0
9098,2017-12-05,1,77.0,1
9099,2017-12-06,1,83.0,2
9100,2017-12-07,1,83.0,3
9101,2017-12-08,1,60.0,4
9102,2017-12-09,1,79.0,5
9103,2017-12-10,1,7.0,6
9104,2017-12-11,1,97.0,0
9105,2017-12-12,1,75.0,1
9106,2017-12-13,1,101.0,2
9107,2017-12-14,1,105.0,3
9108,2017-12-15,1,99.0,4
9109,2017-12-16,1,81.0,5
9110,2017-12-17,1,10.0,6
9111,2017-12-18,1,60.0,0
9112,2017-12-19,1,73.0,1
9113,2017-12-20,1,79.0,2
9114,2017-12-21,1,77.0,3
9115,2017-12-22,1,96.0,4
9116,2017-12-23,1,74.0,5
9117,2017-12-24,1,3.0,6
9118,2017-12-25,1,50.0,0
9119,2017-12-26,1,74.0,1
9120,2017-12-27,1,77.0,2
9121,2017-12-28,1,103.0,3
9122,2017-12-29,1,116.0,4
9123,2017-12-30,1,114.0,5
9124,2017-12-31,1,580.0,6
9125,2018-01-01,1,79.0,0
9126,2018-01-02,1,0.0,1
9127,2018-01-03,1,0.0,2
9128,2018-01-04,1,0.0,3
9129,2018-01-05,1,58.0,4
9130,2018-01-06,1,62.0,5
9131,2018-01-08,1,0.0,0
9132,2018-01-09,1,86.0,1
9133,2018-01-10,1,81.0,2
9134,2018-01-11,1,97.0,3
9135,2018-01-12,1,114.0,4
9136,2018-01-13,1,92.0,5
9137,2018-01-14,1,18.0,6
9138,2018-01-15,1,3.0,0
9139,2018-01-16,1,70.0,1
9140,2018-01-17,1,122.0,2
9141,2018-01-18,1,146.0,3
9142,2018-01-19,1,134.0,4
9143,2018-01-20,1,38.0,5
9144,2018-01-21,1,17.0,6
9145,2018-01-22,1,181.0,0
9146,2018-01-23,1,129.0,1
9147,2018-01-24,1,121.0,2
9148,2018-01-25,1,106.0,3
9149,2018-01-26,1,16.0,4
9150,2018-01-27,1,134.0,5
9151,2018-01-28,1,28.0,6
9152,2018-01-29,1,158.0,0
9153,2018-01-30,1,111.0,1
9154,2018-01-31,1,458.0,2
9155,2018-02-01,1,4.0,3
9156,2018-02-02,1,0.0,4
9157,2018-02-03,1,0.0,5
9158,2018-02-05,1,153.0,0
9159,2018-02-06,1,117.0,1
9160,2018-02-07,1,118.0,2
9161,2018-02-08,1,109.0,3
9162,2018-02-09,1,122.0,4
9163,2018-02-10,1,112.0,5
9164,2018-02-11,1,10.0,6
9165,2018-02-12,1,171.0,0
9166,2018-02-13,1,115.0,1
9167,2018-02-14,1,70.0,2
9168,2018-02-15,1,94.0,3
9169,2018-02-16,1,122.0,4
9170,2018-02-17,1,107.0,5
9171,2018-02-18,1,25.0,6
9172,2018-02-19,1,118.0,0
9173,2018-02-20,1,123.0,1
9174,2018-02-21,1,132.0,2
9175,2018-02-22,1,117.0,3
9176,2018-02-23,1,125.0,4
9177,2018-02-24,1,105.0,5
9178,2018-02-25,1,20.0,6
9179,2018-02-26,1,149.0,0
9180,2018-02-27,1,127.0,1
9181,2018-02-28,1,386.0,2
9182,2018-03-01,1,0.0,3
9183,2018-03-03,1,0.0,5
9184,2018-03-05,1,169.0,0
9185,2018-03-06,1,109.0,1
9186,2018-03-07,1,149.0,2
9187,2018-03-08,1,131.0,3
9188,2018-03-09,1,131.0,4
9189,2018-03-10,1,131.0,5
9190,2018-03-11,1,22.0,6
9191,2018-03-12,1,153.0,0
9192,2018-03-13,1,150.0,1
9193,2018-03-14,1,149.0,2
9194,2018-03-15,1,160.0,3
9195,2018-03-16,1,143.0,4
9196,2018-03-17,1,161.0,5
9197,2018-03-18,1,97.0,6
9198,2018-03-19,1,131.0,0
9199,2018-03-20,1,125.0,1
9200,2018-03-21,1,139.0,2
9201,2018-03-22,1,168.0,3
9202,2018-03-23,1,151.0,4
9203,2018-03-24,1,136.0,5
9204,2018-03-25,1,16.0,6
9205,2018-03-26,1,172.0,0
9206,2018-03-27,1,137.0,1
9207,2018-03-28,1,164.0,2
9208,2018-03-29,1,161.0,3
9209,2018-03-30,1,164.0,4
9210,2018-03-31,1,1038.0,5
9211,2018-04-01,1,0.0,6
9212,2018-04-02,1,0.0,0
9213,2018-04-03,1,0.0,1
9214,2018-04-04,1,0.0,2
9215,2018-04-05,1,0.0,3
9216,2018-04-06,1,1.0,4
9217,2018-04-07,1,0.0,5
9218,2018-04-08,1,4.0,6
9219,2018-04-09,1,238.0,0
9220,2018-04-10,1,0.0,1
9221,2018-04-11,1,192.0,2
9222,2018-04-12,1,195.0,3
9223,2018-04-13,1,147.0,4
9224,2018-04-14,1,129.0,5
9225,2018-04-15,1,8.0,6
