application_date,case_count,day,segment,y,m,d
2018-02-09,2470.0,4,1,2018,02,09
2018-02-09,11975.0,4,2,2018,02,09
2018-02-10,1974.0,5,1,2018,02,10
2018-02-10,12203.0,5,2,2018,02,10
2018-02-11,966.0,6,1,2018,02,11
2018-02-11,12013.0,6,2,2018,02,11
2018-02-12,3413.0,0,1,2018,02,12
2018-02-12,22881.0,0,2,2018,02,12
2018-02-13,3092.0,1,1,2018,02,13
2018-02-13,27636.0,1,2,2018,02,13
2018-02-14,2702.0,2,1,2018,02,14
2018-02-14,27603.0,2,2,2018,02,14
2018-02-15,2354.0,3,1,2018,02,15
2018-02-15,26714.0,3,2,2018,02,15
2018-02-16,2543.0,4,1,2018,02,16
2018-02-16,29129.0,4,2,2018,02,16
2018-02-17,2003.0,5,1,2018,02,17
2018-02-17,28365.0,5,2,2018,02,17
2018-02-18,923.0,6,1,2018,02,18
2018-02-18,12071.0,6,2,2018,02,18
2018-02-19,2405.0,0,1,2018,02,19
2018-02-19,24006.0,0,2,2018,02,19
2018-02-20,2488.0,1,1,2018,02,20
2018-02-20,32399.0,1,2,2018,02,20
2018-02-21,2589.0,2,1,2018,02,21
2018-02-21,28719.0,2,2,2018,02,21
2018-02-22,2513.0,3,1,2018,02,22
2018-02-22,26985.0,3,2,2018,02,22
2018-02-23,2415.0,4,1,2018,02,23
2018-02-23,23457.0,4,2,2018,02,23
2018-02-24,1908.0,5,1,2018,02,24
2018-02-24,20055.0,5,2,2018,02,24
2018-02-25,963.0,6,1,2018,02,25
2018-02-25,13217.0,6,2,2018,02,25
2018-02-26,2665.0,0,1,2018,02,26
2018-02-26,11843.0,0,2,2018,02,26
2018-02-27,2530.0,1,1,2018,02,27
2018-02-27,5083.0,1,2,2018,02,27
2018-02-28,9134.0,2,1,2018,02,28
2018-02-28,206.0,2,2,2018,02,28
2018-03-01,88.0,3,1,2018,03,01
2018-03-01,2793.0,3,2,2018,03,01
2018-03-02,5726.0,4,2,2018,03,02
2018-03-03,58.0,5,1,2018,03,03
2018-03-03,6613.0,5,2,2018,03,03
2018-03-04,5420.0,6,2,2018,03,04
2018-03-05,3243.0,0,1,2018,03,05
2018-03-05,6885.0,0,2,2018,03,05
2018-03-06,2645.0,1,1,2018,03,06
2018-03-06,8745.0,1,2,2018,03,06
2018-03-07,2821.0,2,1,2018,03,07
2018-03-07,10661.0,2,2,2018,03,07
2018-03-08,2794.0,3,1,2018,03,08
2018-03-08,7692.0,3,2,2018,03,08
2018-03-09,2832.0,4,1,2018,03,09
2018-03-09,14017.0,4,2,2018,03,09
2018-03-10,2348.0,5,1,2018,03,10
2018-03-10,15285.0,5,2,2018,03,10
2018-03-11,1324.0,6,1,2018,03,11
2018-03-11,21050.0,6,2,2018,03,11
2018-03-12,3468.0,0,1,2018,03,12
2018-03-12,33322.0,0,2,2018,03,12
2018-03-13,3023.0,1,1,2018,03,13
2018-03-13,29442.0,1,2,2018,03,13
2018-03-14,3313.0,2,1,2018,03,14
2018-03-14,27574.0,2,2,2018,03,14
2018-03-15,3515.0,3,1,2018,03,15
2018-03-15,33319.0,3,2,2018,03,15
2018-03-16,3888.0,4,1,2018,03,16
2018-03-16,31912.0,4,2,2018,03,16
2018-03-17,4041.0,5,1,2018,03,17
2018-03-17,28397.0,5,2,2018,03,17
2018-03-18,3124.0,6,1,2018,03,18
2018-03-18,27548.0,6,2,2018,03,18
2018-03-19,3576.0,0,1,2018,03,19
2018-03-19,23935.0,0,2,2018,03,19
2018-03-20,2814.0,1,1,2018,03,20
2018-03-20,29543.0,1,2,2018,03,20
2018-03-21,3059.0,2,1,2018,03,21
2018-03-21,27960.0,2,2,2018,03,21
2018-03-22,3143.0,3,1,2018,03,22
2018-03-22,28337.0,3,2,2018,03,22
2018-03-23,3311.0,4,1,2018,03,23
2018-03-23,24437.0,4,2,2018,03,23
2018-03-24,2854.0,5,1,2018,03,24
2018-03-24,24242.0,5,2,2018,03,24
2018-03-25,1655.0,6,1,2018,03,25
2018-03-25,17959.0,6,2,2018,03,25
2018-03-26,3140.0,0,1,2018,03,26
2018-03-26,17734.0,0,2,2018,03,26
2018-03-27,2922.0,1,1,2018,03,27
2018-03-27,17174.0,1,2,2018,03,27
2018-03-28,3128.0,2,1,2018,03,28
2018-03-28,13240.0,2,2,2018,03,28
2018-03-29,3126.0,3,1,2018,03,29
2018-03-29,9144.0,3,2,2018,03,29
2018-03-30,3289.0,4,1,2018,03,30
2018-03-30,3526.0,4,2,2018,03,30
2018-03-31,21885.0,5,1,2018,03,31
2018-03-31,706.0,5,2,2018,03,31
2018-04-01,2.0,6,1,2018,04,01
2018-04-01,1740.0,6,2,2018,04,01
2018-04-02,122.0,0,1,2018,04,02
2018-04-02,3344.0,0,2,2018,04,02
2018-04-03,74.0,1,1,2018,04,03
2018-04-03,4162.0,1,2,2018,04,03
2018-04-04,59.0,2,1,2018,04,04
2018-04-04,4814.0,2,2,2018,04,04
2018-04-05,63.0,3,1,2018,04,05
2018-04-05,4650.0,3,2,2018,04,05
2018-04-06,52.0,4,1,2018,04,06
2018-04-06,5735.0,4,2,2018,04,06
2018-04-07,19.0,5,1,2018,04,07
2018-04-07,5023.0,5,2,2018,04,07
2018-04-08,123.0,6,1,2018,04,08
2018-04-08,5184.0,6,2,2018,04,08
2018-04-09,5891.0,0,1,2018,04,09
2018-04-09,6534.0,0,2,2018,04,09
2018-04-10,100.0,1,1,2018,04,10
2018-04-10,7785.0,1,2,2018,04,10
2018-04-11,3493.0,2,1,2018,04,11
2018-04-11,18096.0,2,2,2018,04,11
2018-04-12,3591.0,3,1,2018,04,12
2018-04-12,24573.0,3,2,2018,04,12
2018-04-13,3490.0,4,1,2018,04,13
2018-04-13,26274.0,4,2,2018,04,13
2018-04-14,2665.0,5,1,2018,04,14
2018-04-14,22332.0,5,2,2018,04,14
2018-04-15,1803.0,6,1,2018,04,15
2018-04-15,16569.0,6,2,2018,04,15
2018-04-16,3544.0,0,1,2018,04,16
2018-04-16,24120.0,0,2,2018,04,16
2018-04-17,3756.0,1,1,2018,04,17
2018-04-17,27611.0,1,2,2018,04,17
2018-04-18,4084.0,2,1,2018,04,18
2018-04-18,28778.0,2,2,2018,04,18
2018-04-19,2772.0,3,1,2018,04,19
2018-04-19,28627.0,3,2,2018,04,19
2018-04-20,2515.0,4,1,2018,04,20
2018-04-20,28869.0,4,2,2018,04,20
2018-04-21,2087.0,5,1,2018,04,21
2018-04-21,27836.0,5,2,2018,04,21
2018-04-22,1037.0,6,1,2018,04,22
2018-04-22,17618.0,6,2,2018,04,22
2018-04-23,3019.0,0,1,2018,04,23
2018-04-23,24008.0,0,2,2018,04,23
2018-04-24,2539.0,1,1,2018,04,24
2018-04-24,25721.0,1,2,2018,04,24
2018-04-25,2634.0,2,1,2018,04,25
2018-04-25,23156.0,2,2,2018,04,25
2018-04-26,2582.0,3,1,2018,04,26
2018-04-26,21582.0,3,2,2018,04,26
2018-04-27,2456.0,4,1,2018,04,27
2018-04-27,16727.0,4,2,2018,04,27
2018-04-28,2046.0,5,1,2018,04,28
2018-04-28,7411.0,5,2,2018,04,28
2018-04-29,1158.0,6,1,2018,04,29
2018-04-29,1284.0,6,2,2018,04,29
2018-04-30,4249.0,0,1,2018,04,30
2018-04-30,710.0,0,2,2018,04,30
2018-05-01,107.0,1,1,2018,05,01
2018-05-01,3712.0,1,2,2018,05,01
2018-05-02,2739.0,2,1,2018,05,02
2018-05-02,5879.0,2,2,2018,05,02
2018-05-03,2528.0,3,1,2018,05,03
2018-05-03,7887.0,3,2,2018,05,03
2018-05-04,2421.0,4,1,2018,05,04
2018-05-04,7686.0,4,2,2018,05,04
2018-05-05,1933.0,5,1,2018,05,05
2018-05-05,7162.0,5,2,2018,05,05
2018-05-06,1084.0,6,1,2018,05,06
2018-05-06,5843.0,6,2,2018,05,06
2018-05-07,3057.0,0,1,2018,05,07
2018-05-07,5969.0,0,2,2018,05,07
2018-05-08,2452.0,1,1,2018,05,08
2018-05-08,7989.0,1,2,2018,05,08
2018-05-09,2590.0,2,1,2018,05,09
2018-05-09,11412.0,2,2,2018,05,09
2018-05-10,2638.0,3,1,2018,05,10
2018-05-10,12916.0,3,2,2018,05,10
2018-05-11,2440.0,4,1,2018,05,11
2018-05-11,17958.0,4,2,2018,05,11
2018-05-12,1852.0,5,1,2018,05,12
2018-05-12,23084.0,5,2,2018,05,12
2018-05-13,1038.0,6,1,2018,05,13
2018-05-13,13879.0,6,2,2018,05,13
2018-05-14,2633.0,0,1,2018,05,14
2018-05-14,27008.0,0,2,2018,05,14
2018-05-15,2607.0,1,1,2018,05,15
2018-05-15,31037.0,1,2,2018,05,15
2018-05-16,2823.0,2,1,2018,05,16
2018-05-16,31103.0,2,2,2018,05,16
2018-05-17,2604.0,3,1,2018,05,17
2018-05-17,33831.0,3,2,2018,05,17
2018-05-18,2599.0,4,1,2018,05,18
2018-05-18,33677.0,4,2,2018,05,18
2018-05-19,2030.0,5,1,2018,05,19
2018-05-19,34026.0,5,2,2018,05,19
2018-05-20,1114.0,6,1,2018,05,20
2018-05-20,29447.0,6,2,2018,05,20
2018-05-21,3033.0,0,1,2018,05,21
2018-05-21,25745.0,0,2,2018,05,21
2018-05-22,2623.0,1,1,2018,05,22
2018-05-22,25687.0,1,2,2018,05,22
2018-05-23,2681.0,2,1,2018,05,23
2018-05-23,24118.0,2,2,2018,05,23
2018-05-24,2713.0,3,1,2018,05,24
2018-05-24,21160.0,3,2,2018,05,24
2018-05-25,2556.0,4,1,2018,05,25
2018-05-25,19544.0,4,2,2018,05,25
2018-05-26,2004.0,5,1,2018,05,26
2018-05-26,18900.0,5,2,2018,05,26
2018-05-27,1014.0,6,1,2018,05,27
2018-05-27,15801.0,6,2,2018,05,27
2018-05-28,2871.0,0,1,2018,05,28
2018-05-28,12321.0,0,2,2018,05,28
2018-05-29,2597.0,1,1,2018,05,29
2018-05-29,7573.0,1,2,2018,05,29
2018-05-30,2559.0,2,1,2018,05,30
2018-05-30,2546.0,2,2,2018,05,30
2018-05-31,4379.0,3,1,2018,05,31
2018-05-31,2171.0,3,2,2018,05,31
2018-06-01,327.0,4,1,2018,06,01
2018-06-01,8306.0,4,2,2018,06,01
2018-06-02,1964.0,5,1,2018,06,02
2018-06-02,10620.0,5,2,2018,06,02
2018-06-03,1054.0,6,1,2018,06,03
2018-06-03,5286.0,6,2,2018,06,03
2018-06-04,3234.0,0,1,2018,06,04
2018-06-04,10754.0,0,2,2018,06,04
2018-06-05,3150.0,1,1,2018,06,05
2018-06-05,9934.0,1,2,2018,06,05
2018-06-06,3228.0,2,1,2018,06,06
2018-06-06,10487.0,2,2,2018,06,06
2018-06-07,3232.0,3,1,2018,06,07
2018-06-07,11064.0,3,2,2018,06,07
2018-06-08,3169.0,4,1,2018,06,08
2018-06-08,10305.0,4,2,2018,06,08
2018-06-09,2663.0,5,1,2018,06,09
2018-06-09,13238.0,5,2,2018,06,09
2018-06-10,1620.0,6,1,2018,06,10
2018-06-10,8659.0,6,2,2018,06,10
2018-06-11,3913.0,0,1,2018,06,11
2018-06-11,21767.0,0,2,2018,06,11
2018-06-12,3571.0,1,1,2018,06,12
2018-06-12,31298.0,1,2,2018,06,12
2018-06-13,4161.0,2,1,2018,06,13
2018-06-13,34090.0,2,2,2018,06,13
2018-06-14,4532.0,3,1,2018,06,14
2018-06-14,33836.0,3,2,2018,06,14
2018-06-15,4756.0,4,1,2018,06,15
2018-06-15,32713.0,4,2,2018,06,15
2018-06-16,2377.0,5,1,2018,06,16
2018-06-16,30218.0,5,2,2018,06,16
2018-06-17,1555.0,6,1,2018,06,17
2018-06-17,20232.0,6,2,2018,06,17
2018-06-18,3907.0,0,1,2018,06,18
2018-06-18,24126.0,0,2,2018,06,18
2018-06-19,3272.0,1,1,2018,06,19
2018-06-19,33984.0,1,2,2018,06,19
2018-06-20,3454.0,2,1,2018,06,20
2018-06-20,33705.0,2,2,2018,06,20
2018-06-21,3357.0,3,1,2018,06,21
2018-06-21,35131.0,3,2,2018,06,21
2018-06-22,3569.0,4,1,2018,06,22
2018-06-22,30146.0,4,2,2018,06,22
2018-06-23,2619.0,5,1,2018,06,23
2018-06-23,26395.0,5,2,2018,06,23
2018-06-24,1309.0,6,1,2018,06,24
2018-06-24,23288.0,6,2,2018,06,24
2018-06-25,3405.0,0,1,2018,06,25
2018-06-25,23522.0,0,2,2018,06,25
2018-06-26,1903.0,1,1,2018,06,26
2018-06-26,25559.0,1,2,2018,06,26
2018-06-27,3317.0,2,1,2018,06,27
2018-06-27,22510.0,2,2,2018,06,27
2018-06-28,3646.0,3,1,2018,06,28
2018-06-28,14649.0,3,2,2018,06,28
2018-06-29,3131.0,4,1,2018,06,29
2018-06-29,4259.0,4,2,2018,06,29
2018-06-30,3873.0,5,1,2018,06,30
2018-06-30,992.0,5,2,2018,06,30
2018-07-01,138.0,6,1,2018,07,01
2018-07-01,3727.0,6,2,2018,07,01
2018-07-02,3290.0,0,1,2018,07,02
2018-07-02,6927.0,0,2,2018,07,02
2018-07-03,2974.0,1,1,2018,07,03
2018-07-03,8809.0,1,2,2018,07,03
2018-07-04,3057.0,2,1,2018,07,04
2018-07-04,11010.0,2,2,2018,07,04
2018-07-05,2934.0,3,1,2018,07,05
2018-07-05,8245.0,3,2,2018,07,05
2018-07-06,2890.0,4,1,2018,07,06
2018-07-06,11235.0,4,2,2018,07,06
2018-07-07,2320.0,5,1,2018,07,07
2018-07-07,10448.0,5,2,2018,07,07
2018-07-08,1301.0,6,1,2018,07,08
2018-07-08,8277.0,6,2,2018,07,08
2018-07-09,3561.0,0,1,2018,07,09
2018-07-09,10980.0,0,2,2018,07,09
2018-07-10,3062.0,1,1,2018,07,10
2018-07-10,13198.0,1,2,2018,07,10
2018-07-11,3319.0,2,1,2018,07,11
2018-07-11,21685.0,2,2,2018,07,11
2018-07-12,3191.0,3,1,2018,07,12
2018-07-12,29243.0,3,2,2018,07,12
2018-07-13,3486.0,4,1,2018,07,13
2018-07-13,30026.0,4,2,2018,07,13
2018-07-14,2883.0,5,1,2018,07,14
2018-07-14,31460.0,5,2,2018,07,14
2018-07-15,1145.0,6,1,2018,07,15
2018-07-15,16686.0,6,2,2018,07,15
2018-07-16,3265.0,0,1,2018,07,16
2018-07-16,37253.0,0,2,2018,07,16
2018-07-17,2800.0,1,1,2018,07,17
2018-07-17,34807.0,1,2,2018,07,17
2018-07-18,3066.0,2,1,2018,07,18
2018-07-18,28120.0,2,2,2018,07,18
2018-07-19,2903.0,3,1,2018,07,19
2018-07-19,43340.0,3,2,2018,07,19
2018-07-20,2696.0,4,1,2018,07,20
2018-07-20,33773.0,4,2,2018,07,20
2018-07-21,2021.0,5,1,2018,07,21
2018-07-21,35356.0,5,2,2018,07,21
2018-07-22,1205.0,6,1,2018,07,22
2018-07-22,17673.0,6,2,2018,07,22
2018-07-23,3280.0,0,1,2018,07,23
2018-07-23,31838.0,0,2,2018,07,23
2018-07-24,2598.0,1,1,2018,07,24
2018-07-24,28571.0,1,2,2018,07,24
2018-07-25,2889.0,2,1,2018,07,25
2018-07-25,27377.0,2,2,2018,07,25
2018-07-26,2793.0,3,1,2018,07,26
2018-07-26,25149.0,3,2,2018,07,26
2018-07-27,2798.0,4,1,2018,07,27
2018-07-27,25880.0,4,2,2018,07,27
2018-07-28,2215.0,5,1,2018,07,28
2018-07-28,20478.0,5,2,2018,07,28
2018-07-29,1176.0,6,1,2018,07,29
2018-07-29,7236.0,6,2,2018,07,29
2018-07-30,3485.0,0,1,2018,07,30
2018-07-30,3462.0,0,2,2018,07,30
2018-07-31,5856.0,1,1,2018,07,31
2018-07-31,1607.0,1,2,2018,07,31
2018-08-01,2885.0,2,1,2018,08,01
2018-08-01,10898.0,2,2,2018,08,01
2018-08-02,110.0,3,1,2018,08,02
2018-08-02,11864.0,3,2,2018,08,02
2018-08-03,3043.0,4,1,2018,08,03
2018-08-03,9683.0,4,2,2018,08,03
2018-08-04,2362.0,5,1,2018,08,04
2018-08-04,9372.0,5,2,2018,08,04
2018-08-05,1161.0,6,1,2018,08,05
2018-08-05,6488.0,6,2,2018,08,05
2018-08-06,3419.0,0,1,2018,08,06
2018-08-06,8227.0,0,2,2018,08,06
2018-08-07,2923.0,1,1,2018,08,07
2018-08-07,9244.0,1,2,2018,08,07
2018-08-08,2961.0,2,1,2018,08,08
2018-08-08,9261.0,2,2,2018,08,08
2018-08-09,2754.0,3,1,2018,08,09
2018-08-09,8855.0,3,2,2018,08,09
2018-08-10,3220.0,4,1,2018,08,10
2018-08-10,12539.0,4,2,2018,08,10
2018-08-11,2542.0,5,1,2018,08,11
2018-08-11,4300.0,5,2,2018,08,11
2018-08-12,1507.0,6,1,2018,08,12
2018-08-12,18688.0,6,2,2018,08,12
2018-08-13,4220.0,0,1,2018,08,13
2018-08-13,36414.0,0,2,2018,08,13
2018-08-14,3854.0,1,1,2018,08,14
2018-08-14,35203.0,1,2,2018,08,14
2018-08-15,2417.0,2,1,2018,08,15
2018-08-15,22742.0,2,2,2018,08,15
2018-08-16,3728.0,3,1,2018,08,16
2018-08-16,32198.0,3,2,2018,08,16
2018-08-17,3208.0,4,1,2018,08,17
2018-08-17,35614.0,4,2,2018,08,17
2018-08-18,2888.0,5,1,2018,08,18
2018-08-18,32186.0,5,2,2018,08,18
2018-08-19,1449.0,6,1,2018,08,19
2018-08-19,19893.0,6,2,2018,08,19
2018-08-20,4136.0,0,1,2018,08,20
2018-08-20,34198.0,0,2,2018,08,20
2018-08-21,3638.0,1,1,2018,08,21
2018-08-21,31668.0,1,2,2018,08,21
2018-08-22,2812.0,2,1,2018,08,22
2018-08-22,28036.0,2,2,2018,08,22
2018-08-23,3300.0,3,1,2018,08,23
2018-08-23,27028.0,3,2,2018,08,23
2018-08-24,3664.0,4,1,2018,08,24
2018-08-24,22930.0,4,2,2018,08,24
2018-08-25,3090.0,5,1,2018,08,25
2018-08-25,21752.0,5,2,2018,08,25
2018-08-26,1782.0,6,1,2018,08,26
2018-08-26,11675.0,6,2,2018,08,26
2018-08-27,3423.0,0,1,2018,08,27
2018-08-27,15361.0,0,2,2018,08,27
2018-08-28,2952.0,1,1,2018,08,28
2018-08-28,18436.0,1,2,2018,08,28
2018-08-29,3290.0,2,1,2018,08,29
2018-08-29,14657.0,2,2,2018,08,29
2018-08-30,3904.0,3,1,2018,08,30
2018-08-30,7334.0,3,2,2018,08,30
2018-08-31,6433.0,4,1,2018,08,31
2018-08-31,1591.0,4,2,2018,08,31
2018-09-01,1362.0,5,1,2018,09,01
2018-09-01,7435.0,5,2,2018,09,01
2018-09-02,31.0,6,1,2018,09,02
2018-09-02,7070.0,6,2,2018,09,02
2018-09-03,3324.0,0,1,2018,09,03
2018-09-03,8344.0,0,2,2018,09,03
2018-09-04,2693.0,1,1,2018,09,04
2018-09-04,8903.0,1,2,2018,09,04
2018-09-05,3018.0,2,1,2018,09,05
2018-09-05,7935.0,2,2,2018,09,05
2018-09-06,3002.0,3,1,2018,09,06
2018-09-06,8243.0,3,2,2018,09,06
2018-09-07,2950.0,4,1,2018,09,07
2018-09-07,8039.0,4,2,2018,09,07
2018-09-08,2544.0,5,1,2018,09,08
2018-09-08,8235.0,5,2,2018,09,08
2018-09-09,1454.0,6,1,2018,09,09
2018-09-09,7486.0,6,2,2018,09,09
2018-09-10,2429.0,0,1,2018,09,10
2018-09-10,12337.0,0,2,2018,09,10
2018-09-11,3755.0,1,1,2018,09,11
2018-09-11,22597.0,1,2,2018,09,11
2018-09-12,4671.0,2,1,2018,09,12
2018-09-12,24698.0,2,2,2018,09,12
2018-09-13,4232.0,3,1,2018,09,13
2018-09-13,26515.0,3,2,2018,09,13
2018-09-14,3693.0,4,1,2018,09,14
2018-09-14,28799.0,4,2,2018,09,14
2018-09-15,2992.0,5,1,2018,09,15
2018-09-15,32948.0,5,2,2018,09,15
2018-09-16,2270.0,6,1,2018,09,16
2018-09-16,16613.0,6,2,2018,09,16
2018-09-17,3517.0,0,1,2018,09,17
2018-09-17,31937.0,0,2,2018,09,17
2018-09-18,3335.0,1,1,2018,09,18
2018-09-18,30480.0,1,2,2018,09,18
2018-09-19,3568.0,2,1,2018,09,19
2018-09-19,31858.0,2,2,2018,09,19
2018-09-20,3280.0,3,1,2018,09,20
2018-09-20,32923.0,3,2,2018,09,20
2018-09-21,3066.0,4,1,2018,09,21
2018-09-21,31539.0,4,2,2018,09,21
2018-09-22,2669.0,5,1,2018,09,22
2018-09-22,29920.0,5,2,2018,09,22
2018-09-23,1947.0,6,1,2018,09,23
2018-09-23,19573.0,6,2,2018,09,23
2018-09-24,3270.0,0,1,2018,09,24
2018-09-24,25115.0,0,2,2018,09,24
2018-09-25,2837.0,1,1,2018,09,25
2018-09-25,27803.0,1,2,2018,09,25
2018-09-26,2669.0,2,1,2018,09,26
2018-09-26,26997.0,2,2,2018,09,26
2018-09-27,2882.0,3,1,2018,09,27
2018-09-27,22346.0,3,2,2018,09,27
2018-09-28,3114.0,4,1,2018,09,28
2018-09-28,17007.0,4,2,2018,09,28
2018-09-29,3125.0,5,1,2018,09,29
2018-09-29,4076.0,5,2,2018,09,29
2018-09-30,5002.0,6,1,2018,09,30
2018-09-30,898.0,6,2,2018,09,30
2018-10-01,2459.0,0,1,2018,10,01
2018-10-01,8395.0,0,2,2018,10,01
2018-10-02,63.0,1,1,2018,10,02
2018-10-02,8501.0,1,2,2018,10,02
2018-10-03,3197.0,2,1,2018,10,03
2018-10-03,7184.0,2,2,2018,10,03
2018-10-04,3070.0,3,1,2018,10,04
2018-10-04,8353.0,3,2,2018,10,04
2018-10-05,3345.0,4,1,2018,10,05
2018-10-05,8106.0,4,2,2018,10,05
2018-10-06,2917.0,5,1,2018,10,06
2018-10-06,8430.0,5,2,2018,10,06
2018-10-07,2217.0,6,1,2018,10,07
2018-10-07,6754.0,6,2,2018,10,07
2018-10-08,4324.0,0,1,2018,10,08
2018-10-08,8824.0,0,2,2018,10,08
2018-10-09,4567.0,1,1,2018,10,09
2018-10-09,10041.0,1,2,2018,10,09
2018-10-10,6574.0,2,1,2018,10,10
2018-10-10,12560.0,2,2,2018,10,10
2018-10-11,5829.0,3,1,2018,10,11
2018-10-11,26243.0,3,2,2018,10,11
2018-10-12,6026.0,4,1,2018,10,12
2018-10-12,31719.0,4,2,2018,10,12
2018-10-13,5064.0,5,1,2018,10,13
2018-10-13,31738.0,5,2,2018,10,13
2018-10-14,5184.0,6,1,2018,10,14
2018-10-14,19703.0,6,2,2018,10,14
2018-10-15,7700.0,0,1,2018,10,15
2018-10-15,30276.0,0,2,2018,10,15
2018-10-16,7420.0,1,1,2018,10,16
2018-10-16,27595.0,1,2,2018,10,16
2018-10-17,7909.0,2,1,2018,10,17
2018-10-17,22652.0,2,2,2018,10,17
2018-10-18,6828.0,3,1,2018,10,18
2018-10-18,13860.0,3,2,2018,10,18
2018-10-19,4148.0,4,1,2018,10,19
2018-10-19,11845.0,4,2,2018,10,19
2018-10-20,2888.0,5,1,2018,10,20
2018-10-20,18717.0,5,2,2018,10,20
2018-10-21,2106.0,6,1,2018,10,21
2018-10-21,14740.0,6,2,2018,10,21
2018-10-22,4574.0,0,1,2018,10,22
2018-10-22,26766.0,0,2,2018,10,22
2018-10-23,3940.0,1,1,2018,10,23
2018-10-23,30504.0,1,2,2018,10,23
2018-10-24,4727.0,2,1,2018,10,24
2018-10-24,31334.0,2,2,2018,10,24
2018-10-25,4044.0,3,1,2018,10,25
2018-10-25,28564.0,3,2,2018,10,25
2018-10-26,4311.0,4,1,2018,10,26
2018-10-26,29134.0,4,2,2018,10,26
2018-10-27,3644.0,5,1,2018,10,27
2018-10-27,23610.0,5,2,2018,10,27
2018-10-28,3037.0,6,1,2018,10,28
2018-10-28,17447.0,6,2,2018,10,28
2018-10-29,5309.0,0,1,2018,10,29
2018-10-29,13299.0,0,2,2018,10,29
2018-10-30,5358.0,1,1,2018,10,30
2018-10-30,5133.0,1,2,2018,10,30
2018-10-31,18580.0,2,1,2018,10,31
2018-10-31,1916.0,2,2,2018,10,31
2018-11-01,246.0,3,1,2018,11,01
2018-11-01,7665.0,3,2,2018,11,01
2018-11-02,280.0,4,1,2018,11,02
2018-11-02,6153.0,4,2,2018,11,02
2018-11-03,7962.0,5,1,2018,11,03
2018-11-03,5285.0,5,2,2018,11,03
2018-11-04,9533.0,6,1,2018,11,04
2018-11-04,4569.0,6,2,2018,11,04
2018-11-05,12517.0,0,1,2018,11,05
2018-11-05,3466.0,0,2,2018,11,05
2018-11-06,10998.0,1,1,2018,11,06
2018-11-06,3044.0,1,2,2018,11,06
2018-11-07,10393.0,2,1,2018,11,07
2018-11-07,2245.0,2,2,2018,11,07
2018-11-08,5244.0,3,1,2018,11,08
2018-11-08,3374.0,3,2,2018,11,08
2018-11-09,4690.0,4,1,2018,11,09
2018-11-09,4811.0,4,2,2018,11,09
2018-11-10,3336.0,5,1,2018,11,10
2018-11-10,7920.0,5,2,2018,11,10
2018-11-11,1895.0,6,1,2018,11,11
2018-11-11,10556.0,6,2,2018,11,11
2018-11-12,5253.0,0,1,2018,11,12
2018-11-12,19627.0,0,2,2018,11,12
2018-11-13,4162.0,1,1,2018,11,13
2018-11-13,22386.0,1,2,2018,11,13
2018-11-14,4090.0,2,1,2018,11,14
2018-11-14,23788.0,2,2,2018,11,14
2018-11-15,3237.0,3,1,2018,11,15
2018-11-15,26869.0,3,2,2018,11,15
2018-11-16,3590.0,4,1,2018,11,16
2018-11-16,25435.0,4,2,2018,11,16
2018-11-17,2855.0,5,1,2018,11,17
2018-11-17,29369.0,5,2,2018,11,17
2018-11-18,1591.0,6,1,2018,11,18
2018-11-18,19196.0,6,2,2018,11,18
2018-11-19,4528.0,0,1,2018,11,19
2018-11-19,28964.0,0,2,2018,11,19
2018-11-20,3436.0,1,1,2018,11,20
2018-11-20,29229.0,1,2,2018,11,20
2018-11-21,3466.0,2,1,2018,11,21
2018-11-21,28858.0,2,2,2018,11,21
2018-11-22,3390.0,3,1,2018,11,22
2018-11-22,27428.0,3,2,2018,11,22
2018-11-23,3556.0,4,1,2018,11,23
2018-11-23,24909.0,4,2,2018,11,23
2018-11-24,2469.0,5,1,2018,11,24
2018-11-24,24745.0,5,2,2018,11,24
2018-11-25,1346.0,6,1,2018,11,25
2018-11-25,15535.0,6,2,2018,11,25
2018-11-26,3530.0,0,1,2018,11,26
2018-11-26,24801.0,0,2,2018,11,26
2018-11-27,3056.0,1,1,2018,11,27
2018-11-27,24264.0,1,2,2018,11,27
2018-11-28,3286.0,2,1,2018,11,28
2018-11-28,17303.0,2,2,2018,11,28
2018-11-29,3251.0,3,1,2018,11,29
2018-11-29,6192.0,3,2,2018,11,29
2018-11-30,5135.0,4,1,2018,11,30
2018-11-30,1309.0,4,2,2018,11,30
2018-12-01,624.0,5,1,2018,12,01
2018-12-01,7885.0,5,2,2018,12,01
2018-12-02,692.0,6,1,2018,12,02
2018-12-02,4642.0,6,2,2018,12,02
2018-12-03,3455.0,0,1,2018,12,03
2018-12-03,4863.0,0,2,2018,12,03
2018-12-04,2965.0,1,1,2018,12,04
2018-12-04,5702.0,1,2,2018,12,04
2018-12-05,2891.0,2,1,2018,12,05
2018-12-05,4461.0,2,2,2018,12,05
2018-12-06,2974.0,3,1,2018,12,06
2018-12-06,5192.0,3,2,2018,12,06
2018-12-07,2743.0,4,1,2018,12,07
2018-12-07,5580.0,4,2,2018,12,07
2018-12-08,2194.0,5,1,2018,12,08
2018-12-08,6255.0,5,2,2018,12,08
2018-12-09,1227.0,6,1,2018,12,09
2018-12-09,4736.0,6,2,2018,12,09
2018-12-10,3281.0,0,1,2018,12,10
2018-12-10,7111.0,0,2,2018,12,10
2018-12-11,2894.0,1,1,2018,12,11
