application_date,segment,case_count,day
2018-06-24,2,23288.0,1
2018-06-25,1,3405.0,2
2018-06-25,2,23522.0,3
2018-06-26,1,1903.0,4
2018-06-26,2,25559.0,5
2018-06-27,1,3317.0,6
2018-06-27,2,22510.0,0
2018-06-28,1,3646.0,1
2018-06-28,2,14649.0,2
2018-06-29,1,3131.0,3
2018-06-29,2,4259.0,4
2018-06-30,1,3873.0,5
2018-06-30,2,992.0,6
2018-07-01,1,138.0,2
2018-07-01,2,3727.0,3
2018-07-02,1,3290.0,4
2018-07-02,2,6927.0,0
2018-07-03,1,2974.0,1
2018-07-03,2,8809.0,2
2018-07-04,1,3057.0,3
2018-07-04,2,11010.0,4
2018-07-05,1,2934.0,5
2018-07-05,2,8245.0,6
2018-07-06,1,2890.0,0
2018-07-06,2,11235.0,1
2018-07-07,1,2320.0,2
2018-07-07,2,10448.0,3
2018-07-08,1,1301.0,4
2018-07-08,2,8277.0,5
2018-07-09,1,3561.0,6
2018-07-09,2,10980.0,0
2018-07-10,1,3062.0,1
2018-07-10,2,13198.0,2
2018-07-11,1,3319.0,3
2018-07-11,2,21685.0,4
2018-07-12,1,3191.0,5
2018-07-12,2,29243.0,6
2018-07-13,1,3486.0,0
2018-07-13,2,30026.0,1
2018-07-14,1,2883.0,3
2018-07-14,2,31460.0,4
2018-07-15,1,1145.0,5
2018-07-15,2,16686.0,6
2018-07-16,1,3265.0,0
2018-07-16,2,37253.0,1
2018-07-17,1,2800.0,2
2018-07-17,2,34807.0,3
2018-07-18,1,3066.0,4
2018-07-18,2,28120.0,5
2018-07-19,1,2903.0,6
2018-07-19,2,43340.0,0
2018-07-20,1,2696.0,1
2018-07-20,2,33773.0,2
2018-07-21,1,2021.0,3
2018-07-21,2,35356.0,4
2018-07-22,1,1205.0,5
2018-07-22,2,17673.0,6
2018-07-23,1,3280.0,0
2018-07-23,2,31838.0,1
2018-07-24,1,2598.0,2
2018-07-24,2,28571.0,3
2018-07-25,1,2889.0,4
2018-07-25,2,27377.0,5
2018-07-26,1,2793.0,6
2018-07-26,2,25149.0,0
2018-07-27,1,2798.0,1
2018-07-27,2,25880.0,2
2018-07-28,1,2215.0,3
2018-07-28,2,20478.0,0
2018-07-29,1,1176.0,1
2018-07-29,2,7236.0,3
2018-07-30,1,3485.0,4
2018-07-30,2,3462.0,5
2018-07-31,1,5856.0,6
2018-07-31,2,1607.0,0
2018-08-01,1,2885.0,1
2018-08-01,2,10898.0,2
2018-08-02,1,110.0,3
2018-08-02,2,11864.0,4
2018-08-03,1,3043.0,5
2018-08-03,2,9683.0,6
2018-08-04,1,2362.0,0
2018-08-04,2,9372.0,1
2018-08-05,1,1161.0,2
2018-08-05,2,6488.0,3
2018-08-06,1,3419.0,4
2018-08-06,2,8227.0,5
2018-08-07,1,2923.0,6
2018-08-07,2,9244.0,0
2018-08-08,1,2961.0,1
2018-08-08,2,9261.0,2
2018-08-09,1,2754.0,3
2018-08-09,2,8855.0,4
2018-08-10,1,3220.0,5
2018-08-10,2,12539.0,6
2018-08-11,1,2542.0,0
2018-08-11,2,4300.0,1
2018-08-12,1,1507.0,2
2018-08-12,2,18688.0,3
2018-08-13,1,4220.0,4
2018-08-13,2,36414.0,5
2018-08-14,1,3854.0,6
2018-08-14,2,35203.0,0
2018-08-15,1,2417.0,1
2018-08-15,2,22742.0,2
2018-08-16,1,3728.0,3
2018-08-16,2,32198.0,4
2018-08-17,1,3208.0,5
2018-08-17,2,35614.0,6
2018-08-18,1,2888.0,0
2018-08-18,2,32186.0,1
2018-08-19,1,1449.0,2
2018-08-19,2,19893.0,3
2018-08-20,1,4136.0,4
2018-08-20,2,34198.0,5
2018-08-21,1,3638.0,6
2018-08-21,2,31668.0,0
2018-08-22,1,2812.0,1
2018-08-22,2,28036.0,2
2018-08-23,1,3300.0,3
2018-08-23,2,27028.0,4
2018-08-24,1,3664.0,5
2018-08-24,2,22930.0,6
2018-08-25,1,3090.0,0
2018-08-25,2,21752.0,1
2018-08-26,1,1782.0,2
2018-08-26,2,11675.0,3
2018-08-27,1,3423.0,4
2018-08-27,2,15361.0,5
2018-08-28,1,2952.0,6
2018-08-28,2,18436.0,0
2018-08-29,1,3290.0,1
2018-08-29,2,14657.0,2
2018-08-30,1,3904.0,3
2018-08-30,2,7334.0,4
2018-08-31,1,6433.0,5
2018-08-31,2,1591.0,6
2018-09-01,1,1362.0,0
2018-09-01,2,7435.0,1
2018-09-02,1,31.0,2
2018-09-02,2,7070.0,3
2018-09-03,1,3324.0,4
2018-09-03,2,8344.0,5
2018-09-04,1,2693.0,6
2018-09-04,2,8903.0,0
2018-09-05,1,3018.0,1
2018-09-05,2,7935.0,2
2018-09-06,1,3002.0,3
2018-09-06,2,8243.0,4
2018-09-07,1,2950.0,5
2018-09-07,2,8039.0,6
2018-09-08,1,2544.0,0
2018-09-08,2,8235.0,1
2018-09-09,1,1454.0,2
2018-09-09,2,7486.0,3
2018-09-10,1,2429.0,4
2018-09-10,2,12337.0,5
2018-09-11,1,3755.0,6
2018-09-11,2,22597.0,0
2018-09-12,1,4671.0,1
2018-09-12,2,24698.0,2
2018-09-13,1,4232.0,3
2018-09-13,2,26515.0,4
2018-09-14,1,3693.0,5
2018-09-14,2,28799.0,6
2018-09-15,1,2992.0,0
2018-09-15,2,32948.0,1
2018-09-16,1,2270.0,2
2018-09-16,2,16613.0,3
2018-09-17,1,3517.0,4
2018-09-17,2,31937.0,5
2018-09-18,1,3335.0,6
2018-09-18,2,30480.0,0
2018-09-19,1,3568.0,1
2018-09-19,2,31858.0,2
2018-09-20,1,3280.0,3
2018-09-20,2,32923.0,4
2018-09-21,1,3066.0,5
2018-09-21,2,31539.0,6
2018-09-22,1,2669.0,0
2018-09-22,2,29920.0,1
2018-09-23,1,1947.0,2
2018-09-23,2,19573.0,3
2018-09-24,1,3270.0,4
2018-09-24,2,25115.0,5
2018-09-25,1,2837.0,6
2018-09-25,2,27803.0,0
2018-09-26,1,2669.0,1
2018-09-26,2,26997.0,2
2018-09-27,1,2882.0,3
2018-09-27,2,22346.0,4
2018-09-28,1,3114.0,5
2018-09-28,2,17007.0,0
2018-09-29,1,3125.0,1
2018-09-29,2,4076.0,2
2018-09-30,1,5002.0,3
2018-09-30,2,898.0,4
2018-10-01,1,2459.0,5
2018-10-01,2,8395.0,6
2018-10-02,1,63.0,0
2018-10-02,2,8501.0,1
2018-10-03,1,3197.0,2
2018-10-03,2,7184.0,3
2018-10-04,1,3070.0,4
2018-10-04,2,8353.0,5
2018-10-05,1,3345.0,6
2018-10-05,2,8106.0,0
2018-10-06,1,2917.0,1
2018-10-06,2,8430.0,2
2018-10-07,1,2217.0,3
2018-10-07,2,6754.0,4
2018-10-08,1,4324.0,5
2018-10-08,2,8824.0,6
2018-10-09,1,4567.0,0
2018-10-09,2,10041.0,1
2018-10-10,1,6574.0,2
2018-10-10,2,12560.0,3
2018-10-11,1,5829.0,4
2018-10-11,2,26243.0,5
2018-10-12,1,6026.0,0
2018-10-12,2,31719.0,1
2018-10-13,1,5064.0,2
2018-10-13,2,31738.0,3
2018-10-14,1,5184.0,4
2018-10-14,2,19703.0,5
2018-10-15,1,7700.0,6
2018-10-15,2,30276.0,0
2018-10-16,1,7420.0,1
2018-10-16,2,27595.0,2
2018-10-17,1,7909.0,3
2018-10-17,2,22652.0,4
2018-10-18,1,6828.0,5
2018-10-18,2,13860.0,6
2018-10-19,1,4148.0,0
2018-10-19,2,11845.0,1
2018-10-20,1,2888.0,2
2018-10-20,2,18717.0,3
2018-10-21,1,2106.0,4
2018-10-21,2,14740.0,5
2018-10-22,1,4574.0,6
2018-10-22,2,26766.0,0
2018-10-23,1,3940.0,1
2018-10-23,2,30504.0,2
2018-10-24,1,4727.0,3
2018-10-24,2,31334.0,5
2018-10-25,1,4044.0,0
2018-10-25,2,28564.0,1
2018-10-26,1,4311.0,2
2018-10-26,2,29134.0,3
2018-10-27,1,3644.0,4
2018-10-27,2,23610.0,5
2018-10-28,1,3037.0,6
2018-10-28,2,17447.0,0
2018-10-29,1,5309.0,1
2018-10-29,2,13299.0,2
2018-10-30,1,5358.0,3
2018-10-30,2,5133.0,4
2018-10-31,1,18580.0,5
2018-10-31,2,1916.0,6
2018-11-01,1,246.0,0
2018-11-01,2,7665.0,1
2018-11-02,1,280.0,2
2018-11-02,2,6153.0,3
2018-11-03,1,7962.0,4
2018-11-03,2,5285.0,5
2018-11-04,1,9533.0,6
2018-11-04,2,4569.0,0
2018-11-05,1,12517.0,1
2018-11-05,2,3466.0,2
2018-11-06,1,10998.0,3
2018-11-06,2,3044.0,4
2018-11-07,1,10393.0,5
2018-11-07,2,2245.0,6
2018-11-08,1,5244.0,0
2018-11-08,2,3374.0,1
2018-11-09,1,4690.0,2
2018-11-09,2,4811.0,3
2018-11-10,1,3336.0,4
2018-11-10,2,7920.0,5
2018-11-11,1,1895.0,6
2018-11-11,2,10556.0,0
2018-11-12,1,5253.0,1
2018-11-12,2,19627.0,2
2018-11-13,1,4162.0,3
2018-11-13,2,22386.0,4
2018-11-14,1,4090.0,5
2018-11-14,2,23788.0,6
2018-11-15,1,3237.0,0
2018-11-15,2,26869.0,1
2018-11-16,1,3590.0,2
2018-11-16,2,25435.0,3
2018-11-17,1,2855.0,4
2018-11-17,2,29369.0,5
2018-11-18,1,1591.0,6
2018-11-18,2,19196.0,0
2018-11-19,1,4528.0,1
2018-11-19,2,28964.0,2
2018-11-20,1,3436.0,3
2018-11-20,2,29229.0,4
2018-11-21,1,3466.0,5
2018-11-21,2,28858.0,6
2018-11-22,1,3390.0,0
2018-11-22,2,27428.0,1
2018-11-23,1,3556.0,2
2018-11-23,2,24909.0,3
2018-11-24,1,2469.0,4
2018-11-24,2,24745.0,5
2018-11-25,1,1346.0,6
2018-11-25,2,15535.0,0
2018-11-26,1,3530.0,1
2018-11-26,2,24801.0,2
2018-11-27,1,3056.0,3
2018-11-27,2,24264.0,4
2018-11-28,1,3286.0,5
2018-11-28,2,17303.0,6
2018-11-29,1,3251.0,0
2018-11-29,2,6192.0,1
2018-11-30,1,5135.0,2
2018-11-30,2,1309.0,3
2018-12-01,1,624.0,4
2018-12-01,2,7885.0,5
2018-12-02,1,692.0,6
2018-12-02,2,4642.0,0
2018-12-03,1,3455.0,1
2018-12-03,2,4863.0,2
2018-12-04,1,2965.0,3
2018-12-04,2,5702.0,4
2018-12-05,1,2891.0,5
2018-12-05,2,4461.0,6
2018-12-06,1,2974.0,0
2018-12-06,2,5192.0,1
2018-12-07,1,2743.0,2
2018-12-07,2,5580.0,3
2018-12-08,1,2194.0,4
2018-12-08,2,6255.0,5
2018-12-09,1,1227.0,6
2018-12-09,2,4736.0,0
2018-12-10,1,3281.0,1
2018-12-10,2,7111.0,2
2018-12-11,1,2894.0,3
2018-12-11,2,22447.0,4
2018-12-12,1,3018.0,5
2018-12-12,2,27006.0,6
2018-12-13,1,2987.0,0
2018-12-13,2,29512.0,1
2018-12-14,1,3050.0,2
2018-12-14,2,29255.0,3
2018-12-15,1,1911.0,4
2018-12-15,2,28818.0,5
2018-12-16,1,1157.0,6
2018-12-16,2,16784.0,0
2018-12-17,1,3250.0,1
2018-12-17,2,31959.0,2
2018-12-18,1,2602.0,3
2018-12-18,2,30828.0,4
2018-12-19,1,2989.0,5
2018-12-19,2,32024.0,6
2018-12-20,1,2878.0,0
2018-12-20,2,33782.0,1
2018-12-21,1,2887.0,2
2018-12-21,2,30829.0,3
2018-12-22,1,2230.0,4
2018-12-22,2,29914.0,5
2018-12-23,1,1290.0,6
2018-12-23,2,17015.0,0
2018-12-24,1,3464.0,1
2018-12-24,2,22621.0,2
2018-12-25,1,2848.0,3
2018-12-25,2,18225.0,4
2018-12-26,1,2832.0,5
2018-12-26,2,20953.0,6
2018-12-27,1,3026.0,0
2018-12-27,2,20222.0,1
2018-12-28,1,3203.0,2
2018-12-28,2,15611.0,3
2018-12-29,1,2709.0,4
2018-12-29,2,9341.0,5
2018-12-30,1,1906.0,6
2018-12-30,2,2873.0,0
2018-12-31,1,8116.0,1
2018-12-31,2,2159.0,2
2019-01-01,1,125.0,3
2019-01-01,2,4408.0,4
2019-01-02,1,3946.0,5
2019-01-02,2,6594.0,6
2019-01-03,1,3519.0,0
2019-01-03,2,6009.0,1
2019-01-04,1,3198.0,2
2019-01-04,2,6723.0,3
2019-01-05,1,2285.0,4
2019-01-05,2,6306.0,5
2019-01-06,1,1462.0,6
2019-01-06,2,5596.0,0
2019-01-07,1,3132.0,1
2019-01-07,2,6452.0,2
2019-01-08,1,3062.0,3
2019-01-08,2,8424.0,4
2019-01-09,1,3192.0,5
2019-01-09,2,8566.0,6
2019-01-10,1,3377.0,0
2019-01-10,2,8994.0,1
2019-01-11,1,3316.0,2
2019-01-11,2,23316.0,3
2019-01-12,1,2865.0,4
2019-01-12,2,26872.0,5
2019-01-13,1,1815.0,6
2019-01-13,2,17030.0,0
2019-01-14,1,3582.0,1
2019-01-14,2,20761.0,2
2019-01-15,1,3126.0,3
2019-01-15,2,15144.0,4
2019-01-16,1,3779.0,5
2019-01-16,2,19468.0,6
2019-01-17,1,3628.0,0
2019-01-17,2,25795.0,1
2019-01-18,1,3684.0,2
2019-01-18,2,30316.0,3
2019-01-19,1,2847.0,4
2019-01-19,2,31483.0,5
2019-01-20,1,1712.0,6
2019-01-20,2,22180.0,0
2019-01-21,1,4085.0,1
2019-01-21,2,31569.0,2
2019-01-22,1,3250.0,3
2019-01-22,2,33126.0,4
2019-01-23,1,3522.0,5
2019-01-23,2,30138.0,6
2019-01-24,1,3309.0,0
2019-01-24,2,28514.0,1
2019-01-25,1,3473.0,2
2019-01-25,2,25944.0,3
2019-01-26,1,1696.0,4
2019-01-26,2,19469.0,5
2019-01-27,1,1349.0,6
2019-01-27,2,17067.0,0
2019-01-28,1,3746.0,1
2019-01-28,2,20619.0,2
2019-01-29,1,2736.0,3
2019-01-29,2,17872.0,4
2019-01-30,1,3415.0,5
2019-01-30,2,7627.0,6
2019-01-31,1,5981.0,0
2019-01-31,2,2177.0,1
2019-02-01,1,223.0,2
2019-02-01,2,9130.0,3
2019-02-02,1,2407.0,4
2019-02-02,2,8096.0,5
2019-02-03,1,1590.0,6
2019-02-03,2,4482.0,0
2019-02-04,1,3835.0,1
2019-02-04,2,5101.0,2
2019-02-05,1,3301.0,3
2019-02-05,2,4987.0,4
2019-02-06,1,3634.0,5
2019-02-06,2,5957.0,6
2019-02-07,1,3176.0,0
2019-02-07,2,5825.0,1
2019-02-08,1,5498.0,2
2019-02-08,2,6251.0,3
2019-02-09,1,336.0,4
2019-02-09,2,5710.0,5
2019-02-10,1,1862.0,6
2019-02-10,2,4874.0,0
2019-02-11,1,3766.0,1
2019-02-11,2,16196.0,2
2019-02-12,1,3317.0,3
2019-02-12,2,17511.0,4
2019-02-13,1,2764.0,5
2019-02-13,2,27089.0,6
2019-02-14,1,3327.0,0
2019-02-14,2,30824.0,1
2019-02-15,1,3371.0,2
2019-02-15,2,29520.0,3
2019-02-16,1,2407.0,4
2019-02-16,2,31478.0,5
2019-02-17,1,1634.0,6
2019-02-17,2,18868.0,0
2019-02-18,1,3531.0,1
2019-02-18,2,28760.0,2
2019-02-19,1,3423.0,3
2019-02-19,2,30809.0,4
2019-02-20,1,3250.0,5
2019-02-20,2,30903.0,6
2019-02-21,1,3167.0,0
2019-02-21,2,30438.0,1
2019-02-22,1,3127.0,2
2019-02-22,2,26837.0,3
2019-02-23,1,1980.0,4
2019-02-23,2,25349.0,5
2019-02-24,1,1519.0,6
2019-02-24,2,17246.0,0
2019-02-25,1,3704.0,1
2019-02-25,2,22012.0,2
2019-02-26,1,2985.0,3
2019-02-26,2,22168.0,4
2019-02-27,1,3324.0,5
2019-02-27,2,12670.0,6
2019-02-28,1,5196.0,0
2019-02-28,2,2300.0,1
2019-03-01,1,2607.0,2
2019-03-01,2,7079.0,3
2019-03-02,1,533.0,4
2019-03-02,2,6662.0,5
2019-03-03,1,1619.0,6
2019-03-03,2,4388.0,0
2019-03-04,1,4596.0,1
2019-03-04,2,5229.0,2
2019-03-05,1,2947.0,3
2019-03-05,2,4933.0,4
2019-03-06,1,3163.0,5
2019-03-06,2,5747.0,6
2019-03-07,1,3189.0,0
2019-03-07,2,7105.0,1
2019-03-08,1,3488.0,2
2019-03-08,2,8782.0,3
2019-03-09,1,2491.0,4
2019-03-09,2,7835.0,5
2019-03-10,1,1526.0,6
2019-03-10,2,7242.0,0
2019-03-11,1,3968.0,1
2019-03-11,2,20922.0,2
2019-03-12,1,3461.0,3
2019-03-12,2,31879.0,4
2019-03-13,1,3535.0,5
2019-03-13,2,34588.0,6
2019-03-14,1,3269.0,0
2019-03-14,2,38345.0,1
2019-03-15,1,3418.0,2
2019-03-15,2,36212.0,3
2019-03-16,1,2341.0,4
2019-03-16,2,34031.0,5
2019-03-17,1,1869.0,6
2019-03-17,2,26901.0,0
2019-03-18,1,4233.0,1
2019-03-18,2,31358.0,2
2019-03-19,1,3609.0,3
2019-03-19,2,34886.0,4
2019-03-20,1,3885.0,5
2019-03-20,2,28774.0,6
2019-03-21,1,1357.0,0
2019-03-21,2,21543.0,1
2019-03-22,1,3032.0,2
2019-03-22,2,26322.0,3
2019-03-23,1,2790.0,4
2019-03-23,2,32255.0,5
2019-03-24,1,1723.0,6
2019-03-24,2,30927.0,0
2019-03-25,1,3996.0,1
2019-03-25,2,29637.0,2
2019-03-26,1,3474.0,3
2019-03-26,2,33167.0,4
2019-03-27,1,3593.0,5
2019-03-27,2,32126.0,6
2019-03-28,1,3439.0,0
2019-03-28,2,30723.0,1
2019-03-29,1,3528.0,2
2019-03-29,2,26324.0,3
2019-03-30,1,3063.0,4
2019-03-30,2,11251.0,5
2019-03-31,1,4871.0,6
2019-03-31,2,1357.0,0
2019-04-01,1,772.0,1
2019-04-01,2,4097.0,2
2019-04-02,1,3164.0,3
2019-04-02,2,4811.0,4
2019-04-03,1,3880.0,5
2019-04-03,2,4022.0,6
2019-04-04,1,3742.0,0
2019-04-04,2,4086.0,1
2019-04-05,1,4424.0,2
2019-04-05,2,3828.0,3
2019-04-06,1,4187.0,4
2019-04-06,2,3038.0,5
2019-04-07,1,2030.0,6
2019-04-07,2,3233.0,0
2019-04-08,1,4308.0,1
2019-04-08,2,3647.0,2
2019-04-09,1,3150.0,3
2019-04-09,2,4843.0,4
2019-04-10,1,3672.0,5
2019-04-10,2,6612.0,6
2019-04-11,1,3087.0,0
2019-04-11,2,16480.0,1
2019-04-12,1,3887.0,2
2019-04-12,2,20638.0,3
2019-04-13,1,3102.0,4
2019-04-13,2,24950.0,5
2019-04-14,1,1925.0,6
2019-04-14,2,12093.0,0
2019-04-15,1,3477.0,1
2019-04-15,2,22101.0,2
2019-04-16,1,2856.0,3
2019-04-16,2,25680.0,4
2019-04-17,1,3251.0,5
2019-04-17,2,27849.0,6
2019-04-18,1,2602.0,0
2019-04-18,2,18712.0,1
2019-04-19,1,3271.0,2
2019-04-19,2,25054.0,3
2019-04-20,1,2125.0,4
2019-04-20,2,24209.0,5
2019-04-21,1,1406.0,6
2019-04-21,2,17086.0,0
2019-04-22,1,3629.0,1
2019-04-22,2,29305.0,2
2019-04-23,1,2445.0,3
2019-04-23,2,23980.0,4
2019-04-24,1,3171.0,5
2019-04-24,2,27052.0,6
2019-04-25,1,2951.0,0
2019-04-25,2,26691.0,1
2019-04-26,1,2910.0,2
2019-04-26,2,24811.0,3
2019-04-27,1,2160.0,4
2019-04-27,2,22324.0,5
2019-04-28,1,1350.0,6
2019-04-28,2,14656.0,0
2019-04-29,1,3274.0,1
2019-04-29,2,7582.0,2
2019-04-30,1,2425.0,3
2019-04-30,2,1235.0,4
2019-05-01,1,2317.0,5
2019-05-01,2,3992.0,6
2019-05-02,1,3383.0,0
2019-05-02,2,4997.0,1
2019-05-03,1,3025.0,2
2019-05-03,2,4042.0,3
2019-05-04,1,2432.0,4
2019-05-04,2,4043.0,5
2019-05-05,1,1538.0,6
2019-05-05,2,2681.0,0
2019-05-06,1,3967.0,1
2019-05-06,2,2790.0,2
2019-05-07,1,3845.0,3
2019-05-07,2,2880.0,4
2019-05-08,1,2826.0,5
2019-05-08,2,3727.0,6
2019-05-09,1,3131.0,0
2019-05-09,2,4492.0,1
2019-05-10,1,3085.0,2
2019-05-10,2,4919.0,3
2019-05-11,1,2453.0,4
2019-05-11,2,16913.0,5
2019-05-12,1,1117.0,6
2019-05-12,2,11892.0,0
2019-05-13,1,3720.0,1
2019-05-13,2,26389.0,2
2019-05-14,1,3257.0,3
2019-05-14,2,30635.0,4
2019-05-15,1,3416.0,5
2019-05-15,2,30377.0,6
2019-05-16,1,3312.0,0
2019-05-16,2,29675.0,1
2019-05-17,1,3239.0,2
2019-05-17,2,29109.0,3
2019-05-18,1,2543.0,4
2019-05-18,2,28690.0,5
2019-05-19,1,1361.0,6
2019-05-19,2,13988.0,0
2019-05-20,1,3927.0,1
2019-05-20,2,27489.0,2
2019-05-21,1,3175.0,3
2019-05-21,2,29749.0,4
2019-05-22,1,3510.0,5
2019-05-22,2,29467.0,6
2019-05-23,1,2808.0,0
2019-05-23,2,26609.0,1
2019-05-24,1,3273.0,2
2019-05-24,2,26262.0,3
2019-05-25,1,2527.0,4
2019-05-25,2,21915.0,5
2019-05-26,1,1634.0,6
2019-05-26,2,14304.0,0
2019-05-27,1,3880.0,1
2019-05-27,2,21465.0,2
2019-05-28,1,3245.0,3
2019-05-28,2,21506.0,4
2019-05-29,1,3519.0,5
2019-05-29,2,16301.0,6
2019-05-30,1,3696.0,0
2019-05-30,2,8619.0,1
2019-05-31,1,3717.0,2
2019-05-31,2,1445.0,3
2019-06-01,1,2684.0,4
2019-06-01,2,6302.0,5
2019-06-02,1,1948.0,6
2019-06-02,2,3736.0,0
2019-06-03,1,4520.0,1
2019-06-03,2,3878.0,2
2019-06-04,1,4757.0,3
2019-06-04,2,3888.0,4
2019-06-05,1,3380.0,5
2019-06-05,2,2663.0,6
2019-06-06,1,3768.0,0
2019-06-06,2,2758.0,1
2019-06-07,1,3847.0,2
2019-06-07,2,4055.0,3
2019-06-08,1,2724.0,4
2019-06-08,2,4308.0,5
2019-06-09,1,1700.0,6
2019-06-09,2,3834.0,0
2019-06-10,1,4174.0,1
2019-06-10,2,5509.0,2
2019-06-11,1,3586.0,3
2019-06-11,2,18954.0,4
2019-06-12,1,3786.0,5
2019-06-12,2,25680.0,6
2019-06-13,1,3623.0,0
2019-06-13,2,29767.0,1
2019-06-14,1,3498.0,2
2019-06-14,2,30489.0,3
2019-06-15,1,2776.0,4
2019-06-15,2,24513.0,5
2019-06-16,1,1760.0,6
2019-06-16,2,13209.0,0
2019-06-17,1,4279.0,1
2019-06-17,2,30689.0,2
2019-06-18,1,3301.0,3
2019-06-18,2,32325.0,4
2019-06-19,1,3810.0,5
2019-06-19,2,31360.0,6
2019-06-20,1,3538.0,0
2019-06-20,2,30255.0,1
2019-06-21,1,3432.0,2
2019-06-21,2,28593.0,3
2019-06-22,1,2512.0,4
2019-06-22,2,25863.0,5
2019-06-23,1,1633.0,6
2019-06-23,2,13126.0,0
2019-06-24,1,3804.0,1
2019-06-24,2,23278.0,2
2019-06-25,1,3154.0,3
2019-06-25,2,25387.0,4
2019-06-26,1,3443.0,5
2019-06-26,2,25386.0,0
2019-06-27,1,3500.0,1
2019-06-27,2,23167.0,2
2019-06-28,1,3519.0,4
2019-06-28,2,18434.0,2
2019-06-29,1,2894.0,3
2019-06-29,2,7251.0,4
2019-06-30,1,1951.0,5
2019-06-30,2,865.0,6
2019-07-01,1,3650.0,0
2019-07-01,2,6974.0,1
2019-07-02,1,3212.0,2
2019-07-02,2,7107.0,3
2019-07-03,1,3824.0,4
2019-07-03,2,5669.0,5
2019-07-04,1,4240.0,6
2019-07-04,2,5951.0,0
2019-07-05,1,13.0,1
2019-07-05,2,4755.0,2
2019-07-06,2,3944.0,3
2019-07-07,2,3058.0,4
2019-07-08,2,3760.0,5
2019-07-09,2,4483.0,6
2019-07-10,2,5445.0,0
2019-07-11,2,16736.0,1
2019-07-12,2,23284.0,2
2019-07-13,2,26360.0,3
2019-07-14,2,12351.0,4
2019-07-15,2,26769.0,6
2019-07-16,2,31277.0,0
2019-07-17,2,31604.0,1
2019-07-18,2,32547.0,2
2019-07-19,2,29778.0,3
2019-07-20,2,26123.0,4
2019-07-21,2,12267.0,5
2019-07-22,2,27292.0,6
2019-07-23,2,29183.0,0
